Age,Education,Edu_num,Occupation,Race,Gender,Hours_per_week,Country,Income
42, HS-grad,9, Other-service, White, Male,40, United-States, <=50K
24, HS-grad,9, Adm-clerical, White, Female,37, United-States, <=50K
54, Some-college,10, Handlers-cleaners, Black, Male,40, United-States, <=50K
22, Some-college,10, Handlers-cleaners, White, Male,40, United-States, <=50K
43, Some-college,10, Farming-fishing, White, Male,84, United-States, <=50K
17, 9th,5, Other-service, White, Female,35, United-States, <=50K
46, HS-grad,9, Transport-moving, White, Male,50, United-States, <=50K
59, Some-college,10, Tech-support, White, Male,40, United-States, >50K
37, HS-grad,9, Handlers-cleaners, White, Male,40, United-States, <=50K
70, HS-grad,9, ?, White, Male,24, United-States, <=50K
57, HS-grad,9, Sales, White, Male,30, United-States, >50K
47, HS-grad,9, ?, White, Female,35, United-States, <=50K
31, HS-grad,9, Sales, Black, Female,24, United-States, <=50K
23, HS-grad,9, Adm-clerical, White, Female,40, United-States, <=50K
17, 12th,8, Other-service, White, Female,25, United-States, <=50K
63, Preschool,1, Prof-specialty, Other, Male,30, Mexico, <=50K
44, Prof-school,15, Prof-specialty, White, Male,55, United-States, >50K
30, Prof-school,15, Prof-specialty, White, Male,60, United-States, >50K
23, Some-college,10, Prof-specialty, White, Male,20, United-States, <=50K
44, Masters,14, Prof-specialty, White, Male,60, United-States, >50K
24, Some-college,10, Sales, White, Female,40, United-States, <=50K
34, Some-college,10, Handlers-cleaners, White, Male,20, United-States, <=50K
37, Some-college,10, Craft-repair, White, Male,65, United-States, <=50K
24, 11th,7, Machine-op-inspct, White, Female,40, United-States, <=50K
32, HS-grad,9, Machine-op-inspct, Black, Female,40, United-States, <=50K
42, HS-grad,9, Craft-repair, Black, Male,25, Jamaica, <=50K
20, Some-college,10, Other-service, White, Female,10, United-States, <=50K
34, Some-college,10, Prof-specialty, Black, Male,40, United-States, >50K
37, Some-college,10, Transport-moving, White, Female,20, Puerto-Rico, <=50K
47, HS-grad,9, Adm-clerical, White, Female,40, United-States, <=50K
25, 9th,5, Farming-fishing, White, Male,45, Mexico, <=50K
36, HS-grad,9, Farming-fishing, White, Male,65, United-States, >50K
60, HS-grad,9, Sales, White, Male,50, United-States, <=50K
64, HS-grad,9, Craft-repair, White, Male,10, United-States, <=50K
32, Bachelors,13, Adm-clerical, White, Female,40, United-States, <=50K
33, 10th,6, Other-service, White, Male,40, United-States, <=50K
71, Bachelors,13, Exec-managerial, White, Female,14, United-States, <=50K
55, Some-college,10, Exec-managerial, Amer-Indian-Eskimo, Female,40, United-States, <=50K
85, HS-grad,9, Sales, White, Female,50, United-States, <=50K
57, 7th-8th,4, Prof-specialty, White, Male,40, ?, <=50K
39, Prof-school,15, Prof-specialty, Asian-Pac-Islander, Male,67, India, >50K
25, Some-college,10, Craft-repair, White, Male,55, United-States, <=50K
58, Some-college,10, Craft-repair, White, Male,40, United-States, >50K
57, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
30, Assoc-voc,11, Prof-specialty, White, Female,36, United-States, <=50K
19, 11th,7, Sales, White, Female,20, United-States, <=50K
40, Some-college,10, Prof-specialty, White, Male,40, United-States, >50K
28, HS-grad,9, Protective-serv, Amer-Indian-Eskimo, Female,40, United-States, <=50K
43, Bachelors,13, Prof-specialty, White, Male,40, United-States, <=50K
40, HS-grad,9, ?, White, Female,35, United-States, >50K
19, HS-grad,9, Other-service, White, Female,15, United-States, <=50K
24, HS-grad,9, Exec-managerial, White, Male,38, United-States, <=50K
34, Bachelors,13, Sales, White, Male,65, United-States, >50K
22, HS-grad,9, Other-service, White, Female,40, United-States, <=50K
64, Assoc-voc,11, Farming-fishing, White, Male,55, United-States, <=50K
55, 7th-8th,4, ?, White, Male,40, ?, <=50K
26, 11th,7, Craft-repair, White, Male,40, United-States, <=50K
80, HS-grad,9, Adm-clerical, White, Female,16, United-States, <=50K
79, Doctorate,16, Prof-specialty, White, Female,40, United-States, <=50K
58, Bachelors,13, Exec-managerial, White, Male,40, United-States, >50K
43, Bachelors,13, Tech-support, White, Male,40, United-States, <=50K
43, HS-grad,9, Craft-repair, White, Male,40, United-States, >50K
46, HS-grad,9, Other-service, White, Male,25, United-States, <=50K
35, HS-grad,9, Exec-managerial, White, Female,40, United-States, >50K
51, Assoc-voc,11, Craft-repair, White, Male,40, United-States, <=50K
52, Masters,14, Exec-managerial, White, Female,60, United-States, >50K
43, Bachelors,13, Sales, White, Male,60, United-States, >50K
68, Some-college,10, Exec-managerial, White, Female,45, United-States, <=50K
34, Bachelors,13, Prof-specialty, White, Female,45, United-States, >50K
37, Bachelors,13, Craft-repair, Asian-Pac-Islander, Male,40, Cambodia, >50K
22, HS-grad,9, Sales, Black, Female,40, United-States, <=50K
32, HS-grad,9, Transport-moving, White, Male,55, United-States, <=50K
65, 10th,6, Craft-repair, White, Male,40, United-States, <=50K
28, Some-college,10, Machine-op-inspct, White, Male,60, United-States, <=50K
37, HS-grad,9, Transport-moving, Asian-Pac-Islander, Male,40, ?, <=50K
40, Bachelors,13, Prof-specialty, White, Female,45, United-States, <=50K
40, 11th,7, Other-service, White, Male,40, United-States, <=50K
52, HS-grad,9, Other-service, White, Female,20, United-States, <=50K
35, Some-college,10, Craft-repair, White, Male,60, United-States, <=50K
62, 5th-6th,3, Farming-fishing, White, Male,30, United-States, <=50K
49, Assoc-voc,11, Handlers-cleaners, White, Male,45, United-States, <=50K
49, HS-grad,9, Machine-op-inspct, White, Female,55, United-States, <=50K
47, Bachelors,13, Prof-specialty, White, Male,40, United-States, >50K
45, HS-grad,9, Exec-managerial, White, Female,40, United-States, <=50K
37, 1st-4th,2, Farming-fishing, White, Male,77, Mexico, <=50K
36, Assoc-voc,11, Protective-serv, White, Male,53, United-States, >50K
36, 10th,6, Craft-repair, White, Male,70, Mexico, <=50K
44, Bachelors,13, Prof-specialty, White, Male,50, United-States, >50K
51, Masters,14, Prof-specialty, White, Male,60, United-States, >50K
25, Some-college,10, Protective-serv, White, Male,40, United-States, <=50K
28, HS-grad,9, Craft-repair, White, Male,55, United-States, <=50K
57, HS-grad,9, Sales, White, Female,32, United-States, <=50K
46, HS-grad,9, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States, <=50K
59, 10th,6, Transport-moving, White, Male,45, United-States, >50K
28, 11th,7, Handlers-cleaners, White, Male,40, United-States, <=50K
25, HS-grad,9, Other-service, White, Male,40, United-States, <=50K
35, HS-grad,9, Adm-clerical, Black, Female,40, United-States, <=50K
27, Assoc-acdm,12, Craft-repair, White, Male,45, United-States, >50K
29, Bachelors,13, Sales, White, Male,40, United-States, >50K
43, HS-grad,9, Adm-clerical, White, Male,40, United-States, <=50K
38, HS-grad,9, Adm-clerical, Black, Female,40, United-States, <=50K
26, Some-college,10, Adm-clerical, White, Female,40, United-States, <=50K
55, Masters,14, ?, White, Male,50, United-States, >50K
36, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
37, Some-college,10, Machine-op-inspct, White, Male,40, United-States, >50K
23, HS-grad,9, ?, White, Male,40, United-States, <=50K
34, HS-grad,9, Other-service, White, Male,30, ?, <=50K
41, 11th,7, Protective-serv, White, Male,55, United-States, <=50K
44, Assoc-voc,11, Prof-specialty, White, Female,40, Dominican-Republic, <=50K
48, Assoc-voc,11, Exec-managerial, White, Female,50, United-States, <=50K
35, HS-grad,9, Protective-serv, Black, Male,35, United-States, >50K
43, Bachelors,13, Prof-specialty, Black, Female,42, United-States, <=50K
57, Bachelors,13, Prof-specialty, White, Male,40, United-States, >50K
44, HS-grad,9, Adm-clerical, White, Female,40, United-States, <=50K
28, HS-grad,9, Other-service, White, Male,40, United-States, <=50K
55, 10th,6, Craft-repair, Black, Female,40, United-States, <=50K
52, HS-grad,9, Machine-op-inspct, White, Male,38, United-States, <=50K
30, HS-grad,9, Adm-clerical, Black, Female,40, United-States, <=50K
31, Doctorate,16, Prof-specialty, Asian-Pac-Islander, Male,50, Thailand, >50K
21, Some-college,10, ?, White, Male,70, United-States, <=50K
50, Prof-school,15, Prof-specialty, White, Male,45, United-States, >50K
43, Bachelors,13, Farming-fishing, White, Male,70, United-States, >50K
33, HS-grad,9, Machine-op-inspct, Other, Male,50, United-States, <=50K
23, Assoc-voc,11, Handlers-cleaners, White, Male,25, United-States, <=50K
35, Bachelors,13, Farming-fishing, White, Male,65, Yugoslavia, >50K
18, Some-college,10, Other-service, White, Male,15, United-States, <=50K
21, Some-college,10, ?, Other, Female,40, United-States, <=50K
33, Bachelors,13, Protective-serv, Black, Male,70, United-States, >50K
30, Bachelors,13, Exec-managerial, Asian-Pac-Islander, Female,45, United-States, <=50K
21, Some-college,10, Protective-serv, White, Male,15, United-States, <=50K
36, Bachelors,13, Adm-clerical, White, Female,35, Germany, >50K
38, Some-college,10, Prof-specialty, White, Male,40, United-States, <=50K
33, Masters,14, Exec-managerial, White, Male,60, Canada, >50K
24, Assoc-voc,11, Craft-repair, White, Male,45, United-States, <=50K
24, Some-college,10, Prof-specialty, Black, Male,40, United-States, <=50K
39, Some-college,10, Protective-serv, Black, Female,30, United-States, <=50K
43, HS-grad,9, Other-service, Asian-Pac-Islander, Male,60, China, <=50K
43, Bachelors,13, Prof-specialty, White, Male,21, United-States, <=50K
62, Masters,14, ?, White, Male,2, United-States, >50K
30, Bachelors,13, Adm-clerical, Black, Female,40, United-States, <=50K
25, 11th,7, Transport-moving, White, Male,40, United-States, <=50K
45, HS-grad,9, Other-service, White, Female,35, United-States, <=50K
22, Some-college,10, Protective-serv, White, Male,20, United-States, <=50K
73, Bachelors,13, Prof-specialty, White, Male,40, United-States, >50K
26, Some-college,10, Craft-repair, White, Male,40, United-States, >50K
24, HS-grad,9, Machine-op-inspct, Black, Male,45, United-States, <=50K
18, 12th,8, Craft-repair, White, Male,20, United-States, <=50K
35, Bachelors,13, Handlers-cleaners, White, Male,35, United-States, >50K
22, Some-college,10, Sales, White, Female,43, United-States, <=50K
28, Some-college,10, Handlers-cleaners, White, Male,40, Mexico, <=50K
38, Some-college,10, Craft-repair, White, Male,45, United-States, <=50K
68, Doctorate,16, ?, White, Male,70, United-States, <=50K
40, HS-grad,9, Adm-clerical, White, Female,40, United-States, <=50K
32, Some-college,10, Machine-op-inspct, White, Male,84, United-States, >50K
42, HS-grad,9, Transport-moving, White, Male,50, United-States, >50K
31, HS-grad,9, Adm-clerical, White, Female,35, United-States, <=50K
33, Bachelors,13, Prof-specialty, White, Male,50, Italy, <=50K
54, Bachelors,13, Transport-moving, White, Male,65, United-States, <=50K
63, HS-grad,9, Farming-fishing, White, Male,25, United-States, <=50K
67, Bachelors,13, Sales, White, Male,30, United-States, <=50K
47, HS-grad,9, Other-service, Black, Female,14, United-States, <=50K
67, Bachelors,13, Other-service, White, Female,35, United-States, <=50K
33, HS-grad,9, Adm-clerical, Other, Female,19, United-States, <=50K
33, HS-grad,9, Other-service, White, Female,80, United-States, <=50K
25, Bachelors,13, Adm-clerical, White, Male,40, United-States, <=50K
25, Some-college,10, Adm-clerical, White, Female,40, United-States, <=50K
35, Some-college,10, Machine-op-inspct, White, Male,40, United-States, <=50K
54, HS-grad,9, Craft-repair, White, Male,40, United-States, >50K
35, HS-grad,9, Farming-fishing, White, Male,80, United-States, >50K
18, 11th,7, Other-service, White, Male,12, United-States, <=50K
54, HS-grad,9, ?, White, Female,25, United-States, <=50K
30, 11th,7, Farming-fishing, White, Male,60, Mexico, <=50K
29, 10th,6, Craft-repair, White, Male,48, United-States, <=50K
41, Bachelors,13, Prof-specialty, White, Female,10, United-States, >50K
40, Assoc-acdm,12, Tech-support, White, Male,40, United-States, >50K
46, Some-college,10, Tech-support, White, Male,40, United-States, >50K
39, Assoc-acdm,12, Tech-support, White, Female,45, United-States, <=50K
42, Bachelors,13, Adm-clerical, White, Female,40, United-States, >50K
49, Bachelors,13, Craft-repair, White, Male,50, United-States, >50K
23, Some-college,10, Other-service, White, Female,40, United-States, <=50K
34, 7th-8th,4, Transport-moving, White, Male,40, United-States, <=50K
42, HS-grad,9, Craft-repair, White, Male,48, United-States, <=50K
31, Some-college,10, Craft-repair, White, Male,50, United-States, >50K
72, HS-grad,9, ?, White, Female,2, United-States, <=50K
31, Assoc-voc,11, Transport-moving, White, Male,30, United-States, >50K
90, Masters,14, Prof-specialty, White, Female,40, United-States, >50K
27, Bachelors,13, Prof-specialty, White, Female,40, United-States, <=50K
18, HS-grad,9, ?, White, Male,40, United-States, <=50K
30, HS-grad,9, Craft-repair, White, Male,50, United-States, >50K
27, HS-grad,9, Prof-specialty, Black, Female,40, United-States, <=50K
27, 11th,7, Exec-managerial, White, Male,50, United-States, <=50K
28, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
40, HS-grad,9, Adm-clerical, White, Female,45, United-States, <=50K
43, Masters,14, Prof-specialty, Black, Female,37, United-States, <=50K
26, HS-grad,9, Transport-moving, White, Male,50, United-States, <=50K
48, Assoc-voc,11, Other-service, White, Female,15, United-States, <=50K
41, Assoc-acdm,12, Farming-fishing, Asian-Pac-Islander, Male,40, United-States, <=50K
32, HS-grad,9, Craft-repair, White, Male,40, Germany, <=50K
23, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
35, 11th,7, Sales, White, Male,65, United-States, <=50K
42, Some-college,10, Exec-managerial, White, Male,50, United-States, <=50K
27, Bachelors,13, Prof-specialty, White, Female,40, United-States, <=50K
34, HS-grad,9, Transport-moving, White, Male,40, United-States, <=50K
25, Bachelors,13, Prof-specialty, White, Female,40, United-States, <=50K
46, Bachelors,13, Prof-specialty, White, Male,45, United-States, >50K
34, Some-college,10, Other-service, Asian-Pac-Islander, Male,40, Philippines, <=50K
39, HS-grad,9, Adm-clerical, White, Female,40, United-States, <=50K
33, HS-grad,9, Machine-op-inspct, White, Female,40, ?, <=50K
25, Bachelors,13, Adm-clerical, White, Male,40, United-States, <=50K
45, Assoc-voc,11, Exec-managerial, White, Male,50, United-States, <=50K
46, Bachelors,13, Prof-specialty, White, Male,40, United-States, <=50K
23, HS-grad,9, Craft-repair, White, Male,50, Ireland, <=50K
37, Some-college,10, Exec-managerial, Black, Male,40, United-States, <=50K
39, Masters,14, Prof-specialty, White, Male,40, ?, >50K
38, HS-grad,9, Handlers-cleaners, White, Male,40, United-States, >50K
35, Some-college,10, Other-service, White, Male,40, United-States, <=50K
49, Bachelors,13, Sales, White, Male,50, United-States, >50K
37, Assoc-acdm,12, Prof-specialty, White, Female,13, United-States, >50K
45, HS-grad,9, Other-service, White, Female,40, United-States, <=50K
71, 12th,8, Other-service, White, Female,40, United-States, <=50K
44, Bachelors,13, Sales, White, Male,60, United-States, >50K
19, Some-college,10, ?, White, Male,22, United-States, <=50K
38, Assoc-voc,11, Tech-support, White, Female,40, United-States, <=50K
42, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
29, Assoc-voc,11, Exec-managerial, White, Male,60, United-States, >50K
48, 11th,7, Machine-op-inspct, White, Male,40, United-States, <=50K
56, Assoc-voc,11, Sales, White, Male,54, United-States, >50K
32, HS-grad,9, Tech-support, White, Male,40, United-States, <=50K
19, HS-grad,9, Other-service, White, Female,30, United-States, <=50K
57, Some-college,10, Sales, White, Male,35, United-States, <=50K
55, 10th,6, Transport-moving, White, Male,60, United-States, <=50K
48, 11th,7, ?, White, Male,40, United-States, <=50K
46, 12th,8, Craft-repair, White, Male,45, ?, <=50K
36, 9th,5, Other-service, Black, Female,40, ?, <=50K
66, Bachelors,13, Sales, White, Male,50, United-States, >50K
26, HS-grad,9, Adm-clerical, Black, Male,40, United-States, <=50K
58, Assoc-voc,11, Exec-managerial, White, Male,40, United-States, >50K
62, Bachelors,13, Prof-specialty, White, Male,55, United-States, >50K
31, Bachelors,13, Prof-specialty, Other, Male,40, United-States, <=50K
77, Assoc-voc,11, ?, White, Female,25, United-States, <=50K
25, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, <=50K
38, Bachelors,13, Adm-clerical, White, Male,56, United-States, <=50K
33, Bachelors,13, Exec-managerial, White, Female,40, United-States, <=50K
51, Some-college,10, Prof-specialty, Black, Female,40, United-States, <=50K
20, Assoc-voc,11, Farming-fishing, White, Male,40, United-States, <=50K
40, HS-grad,9, Adm-clerical, White, Male,40, United-States, <=50K
20, 10th,6, Other-service, White, Male,40, United-States, <=50K
41, Some-college,10, Exec-managerial, White, Female,25, United-States, <=50K
44, 12th,8, Machine-op-inspct, White, Female,40, United-States, <=50K
35, HS-grad,9, Farming-fishing, White, Male,40, United-States, <=50K
35, HS-grad,9, Farming-fishing, White, Male,60, United-States, <=50K
46, Some-college,10, Adm-clerical, Black, Female,40, United-States, <=50K
24, Some-college,10, Adm-clerical, White, Female,17, United-States, <=50K
18, Some-college,10, Other-service, White, Male,40, United-States, <=50K
37, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, <=50K
58, Doctorate,16, Prof-specialty, White, Male,8, United-States, <=50K
55, Assoc-voc,11, Adm-clerical, White, Male,40, United-States, <=50K
68, HS-grad,9, Sales, White, Female,30, United-States, <=50K
41, Bachelors,13, Prof-specialty, White, Male,40, United-States, >50K
50, Masters,14, Exec-managerial, White, Male,50, United-States, >50K
48, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
42, Some-college,10, ?, White, Male,45, United-States, <=50K
45, HS-grad,9, Protective-serv, White, Male,40, United-States, <=50K
43, Some-college,10, Prof-specialty, White, Male,40, United-States, <=50K
37, Some-college,10, Craft-repair, White, Male,35, United-States, <=50K
43, Bachelors,13, Exec-managerial, White, Male,45, United-States, >50K
36, HS-grad,9, Machine-op-inspct, White, Female,40, United-States, <=50K
60, HS-grad,9, Other-service, Asian-Pac-Islander, Male,30, Philippines, <=50K
27, HS-grad,9, Craft-repair, White, Male,50, United-States, <=50K
36, Bachelors,13, Sales, White, Male,50, United-States, >50K
47, Assoc-acdm,12, Transport-moving, White, Male,40, United-States, <=50K
33, Some-college,10, Craft-repair, White, Male,80, United-States, <=50K
19, 12th,8, Transport-moving, Black, Male,20, United-States, <=50K
33, Bachelors,13, Other-service, Asian-Pac-Islander, Female,35, Thailand, <=50K
34, Bachelors,13, Prof-specialty, White, Male,40, United-States, >50K
33, HS-grad,9, Other-service, White, Female,40, United-States, <=50K
57, Some-college,10, Sales, White, Female,48, United-States, <=50K
59, Masters,14, Sales, White, Female,45, United-States, >50K
36, HS-grad,9, Craft-repair, White, Female,40, United-States, <=50K
60, Assoc-acdm,12, Adm-clerical, White, Male,40, United-States, >50K
33, Assoc-voc,11, Tech-support, White, Male,40, United-States, <=50K
41, Bachelors,13, Prof-specialty, White, Female,45, United-States, <=50K
20, Some-college,10, Prof-specialty, White, Male,10, United-States, <=50K
28, Bachelors,13, Prof-specialty, White, Female,50, United-States, <=50K
24, Masters,14, Prof-specialty, Asian-Pac-Islander, Male,20, India, <=50K
31, 12th,8, Farming-fishing, Black, Male,60, United-States, <=50K
38, HS-grad,9, Craft-repair, White, Female,40, United-States, <=50K
40, Bachelors,13, Prof-specialty, White, Female,45, United-States, <=50K
55, Bachelors,13, Prof-specialty, White, Male,15, United-States, <=50K
49, HS-grad,9, Machine-op-inspct, White, Male,50, United-States, <=50K
33, HS-grad,9, Transport-moving, White, Male,45, United-States, <=50K
52, 5th-6th,3, Machine-op-inspct, White, Female,40, ?, <=50K
24, Bachelors,13, Prof-specialty, White, Male,35, United-States, <=50K
46, Bachelors,13, Craft-repair, White, Male,48, United-States, <=50K
20, Some-college,10, Adm-clerical, White, Female,20, United-States, <=50K
50, 5th-6th,3, Handlers-cleaners, White, Male,40, Mexico, <=50K
22, HS-grad,9, Adm-clerical, White, Male,40, United-States, <=50K
32, Some-college,10, Transport-moving, Black, Male,35, Haiti, <=50K
46, HS-grad,9, Sales, White, Male,65, United-States, >50K
62, HS-grad,9, ?, White, Male,30, United-States, <=50K
39, Some-college,10, Exec-managerial, White, Male,62, United-States, >50K
26, Some-college,10, Adm-clerical, White, Female,15, United-States, <=50K
20, Some-college,10, Sales, Black, Female,14, United-States, <=50K
37, Some-college,10, Exec-managerial, White, Male,50, United-States, <=50K
40, Some-college,10, Adm-clerical, White, Female,24, United-States, <=50K
22, Some-college,10, Other-service, White, Female,38, United-States, <=50K
32, Bachelors,13, Exec-managerial, White, Female,40, United-States, >50K
41, Some-college,10, Tech-support, White, Male,50, United-States, <=50K
24, Assoc-acdm,12, Adm-clerical, White, Female,40, United-States, <=50K
40, HS-grad,9, Exec-managerial, White, Male,40, United-States, <=50K
37, Prof-school,15, Prof-specialty, White, Female,39, United-States, >50K
42, Masters,14, Adm-clerical, White, Male,40, United-States, >50K
56, 9th,5, Sales, White, Female,40, United-States, <=50K
20, Some-college,10, Handlers-cleaners, White, Male,50, United-States, <=50K
55, HS-grad,9, Adm-clerical, White, Male,40, United-States, <=50K
29, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
37, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
61, Bachelors,13, Transport-moving, White, Male,60, United-States, <=50K
26, Bachelors,13, Prof-specialty, White, Male,38, United-States, <=50K
49, Some-college,10, Craft-repair, White, Male,55, United-States, <=50K
18, 7th-8th,4, Farming-fishing, White, Male,40, United-States, <=50K
30, 9th,5, Farming-fishing, Black, Male,40, United-States, <=50K
24, HS-grad,9, Other-service, Black, Female,20, ?, <=50K
24, HS-grad,9, Tech-support, White, Male,40, United-States, <=50K
37, HS-grad,9, Transport-moving, White, Male,40, United-States, <=50K
37, HS-grad,9, Adm-clerical, White, Female,40, United-States, <=50K
36, Some-college,10, Machine-op-inspct, White, Male,65, United-States, <=50K
40, HS-grad,9, Farming-fishing, White, Male,40, United-States, <=50K
44, HS-grad,9, Craft-repair, White, Male,55, United-States, <=50K
43, HS-grad,9, Craft-repair, White, Male,20, United-States, <=50K
19, Some-college,10, Handlers-cleaners, White, Female,35, United-States, <=50K
50, Masters,14, Exec-managerial, White, Female,40, United-States, <=50K
17, 10th,6, ?, White, Male,30, United-States, <=50K
39, HS-grad,9, Adm-clerical, Black, Female,50, United-States, <=50K
43, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
43, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, <=50K
40, Masters,14, Prof-specialty, White, Male,40, United-States, >50K
31, Some-college,10, Craft-repair, White, Male,40, United-States, <=50K
25, Bachelors,13, Craft-repair, White, Male,40, United-States, <=50K
30, Bachelors,13, Prof-specialty, White, Male,40, United-States, <=50K
55, 9th,5, Farming-fishing, White, Male,40, United-States, <=50K
55, 7th-8th,4, Adm-clerical, White, Male,75, United-States, <=50K
29, Some-college,10, Exec-managerial, Black, Male,40, United-States, <=50K
28, Bachelors,13, Adm-clerical, White, Male,60, United-States, >50K
30, HS-grad,9, Craft-repair, White, Male,40, United-States, <=50K
33, HS-grad,9, Sales, White, Male,55, United-States, <=50K
23, HS-grad,9, Adm-clerical, White, Male,40, United-States, <=50K
71, 11th,7, Priv-house-serv, White, Female,75, United-States, <=50K
22, Some-college,10, ?, White, Male,6, United-States, <=50K
21, Some-college,10, Sales, White, Female,40, United-States, <=50K
62, HS-grad,9, ?, Asian-Pac-Islander, Male,24, China, <=50K
22, Some-college,10, ?, Black, Female,40, United-States, <=50K
49, HS-grad,9, Farming-fishing, White, Male,40, United-States, <=50K
31, Assoc-acdm,12, Machine-op-inspct, White, Male,20, United-States, <=50K
27, Assoc-acdm,12, Prof-specialty, White, Male,40, United-States, <=50K
27, Masters,14, Prof-specialty, Asian-Pac-Islander, Male,40, Hong, >50K
26, Some-college,10, Other-service, White, Male,20, United-States, <=50K
30, Some-college,10, ?, White, Male,40, United-States, <=50K
17, 10th,6, Other-service, White, Female,30, United-States, <=50K
26, Some-college,10, Transport-moving, White, Male,50, United-States, <=50K
45, HS-grad,9, Adm-clerical, White, Female,40, Canada, <=50K
50, HS-grad,9, Craft-repair, White, Male,40, United-States, >50K
31, HS-grad,9, Farming-fishing, White, Male,45, United-States, <=50K
51, Assoc-acdm,12, Adm-clerical, White, Female,40, United-States, <=50K
56, 9th,5, Machine-op-inspct, White, Female,40, United-States, <=50K
24, Bachelors,13, Machine-op-inspct, White, Male,35, United-States, <=50K
29, 12th,8, Handlers-cleaners, White, Male,40, Dominican-Republic, <=50K
26, Some-college,10, Sales, White, Male,24, United-States, <=50K
51, Some-college,10, Exec-managerial, White, Male,45, United-States, <=50K
32, HS-grad,9, Protective-serv, White, Male,40, United-States, <=50K
47, Bachelors,13, Exec-managerial, White, Male,40, United-States, >50K
30, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, <=50K
41, 11th,7, ?, Black, Female,40, United-States, <=50K
49, Some-college,10, Craft-repair, White, Male,40, United-States, <=50K
40, Some-college,10, Prof-specialty, Amer-Indian-Eskimo, Male,40, United-States, >50K
62, HS-grad,9, Adm-clerical, White, Male,40, United-States, >50K
43, Bachelors,13, Prof-specialty, White, Male,60, United-States, <=50K
76, 5th-6th,3, Handlers-cleaners, White, Male,20, United-States, <=50K
40, Masters,14, ?, White, Male,60, United-States, >50K
35, Bachelors,13, Sales, White, Male,50, United-States, >50K
27, HS-grad,9, Handlers-cleaners, White, Female,40, United-States, <=50K
54, Bachelors,13, Exec-managerial, White, Male,40, United-States, >50K
55, HS-grad,9, Sales, White, Male,40, United-States, <=50K
21, Some-college,10, Sales, White, Male,12, United-States, <=50K
20, Some-college,10, Handlers-cleaners, White, Male,20, United-States, <=50K
39, HS-grad,9, Adm-clerical, White, Female,20, United-States, <=50K
26, Bachelors,13, Prof-specialty, White, Male,64, United-States, >50K
20, HS-grad,9, Machine-op-inspct, White, Female,42, United-States, <=50K
28, HS-grad,9, Transport-moving, White, Male,60, United-States, <=50K
56, Some-college,10, Other-service, Black, Male,40, United-States, <=50K
39, 12th,8, Machine-op-inspct, White, Male,40, United-States, <=50K
44, Bachelors,13, Exec-managerial, Asian-Pac-Islander, Male,40, United-States, >50K
55, HS-grad,9, Craft-repair, White, Male,40, United-States, >50K
54, HS-grad,9, Sales, White, Male,40, United-States, <=50K
30, Bachelors,13, Prof-specialty, White, Male,45, United-States, >50K
34, HS-grad,9, Protective-serv, White, Male,57, United-States, >50K
42, HS-grad,9, Transport-moving, Black, Female,38, United-States, <=50K
50, Some-college,10, Exec-managerial, White, Female,75, United-States, <=50K
34, Some-college,10, Adm-clerical, Black, Male,40, United-States, >50K
23, Assoc-voc,11, Craft-repair, White, Male,33, United-States, <=50K
27, Bachelors,13, ?, Asian-Pac-Islander, Male,25, Philippines, <=50K
81, Bachelors,13, ?, White, Male,5, United-States, <=50K
47, 11th,7, Machine-op-inspct, Black, Female,40, United-States, <=50K
57, 5th-6th,3, Craft-repair, White, Male,40, United-States, <=50K
65, Assoc-voc,11, ?, White, Female,56, United-States, >50K
33, Masters,14, Prof-specialty, Black, Male,50, United-States, <=50K
37, HS-grad,9, Craft-repair, White, Female,48, United-States, <=50K
53, Bachelors,13, Exec-managerial, White, Female,40, United-States, <=50K
27, Bachelors,13, Adm-clerical, White, Female,40, United-States, <=50K
47, HS-grad,9, Craft-repair, White, Male,50, United-States, >50K
42, Assoc-acdm,12, Prof-specialty, White, Male,50, United-States, <=50K
39, Some-college,10, Prof-specialty, Black, Male,40, United-States, >50K
58, Bachelors,13, Exec-managerial, White, Male,40, United-States, <=50K
20, HS-grad,9, Adm-clerical, White, Male,24, United-States, <=50K
19, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, <=50K
39, HS-grad,9, Craft-repair, White, Male,35, United-States, <=50K
51, HS-grad,9, Exec-managerial, White, Male,44, United-States, <=50K
52, HS-grad,9, Sales, White, Female,40, Germany, <=50K
53, Some-college,10, Adm-clerical, White, Female,50, United-States, >50K
50, Some-college,10, Sales, White, Male,40, United-States, <=50K
36, HS-grad,9, Machine-op-inspct, White, Male,40, United-States, <=50K
